shipment_id,risk_tier,delay_probability,eta,hours_to_sla,origin,destination,carrier,transport_mode,top_risk_factors,action_required,alert_generated_at,alert_type
SHP100459,CRITICAL,1.0,2024-02-18,0,Los Angeles,Chicago,DB Schenker,Sea,"['Disruption: Port Strike [score: 9.4]', 'Customs hold active [score: 8.0]', 'Traffic congestion level (Sea) [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100460,CRITICAL,1.0,2023-11-22,0,Dubai,Tokyo,Maersk,Road,"['Weather severity (Storm) [score: 8.2]', 'Traffic congestion level (Road) [score: 7.0]', 'Disruption: Equipment Failure [score: 6.5]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100461,CRITICAL,1.0,2023-10-03,0,Hamburg,Chicago,DHL,Sea,"['Port congestion [score: 7.0]', 'Traffic congestion level (Sea) [score: 6.0]', 'Weather severity (Heavy Rain) [score: 4.8]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100462,CRITICAL,0.9999,2024-10-25,0,Mumbai,New York,DB Schenker,Air,"['Disruption: Traffic Jam [score: 4.1]', 'Traffic congestion level (Air) [score: 3.0]', 'High route risk [score: 2.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100463,CRITICAL,1.0,2023-12-20,0,Rotterdam,Tokyo,UPS,Road,"['Weather severity (Storm) [score: 7.8]', 'Traffic congestion level (Road) [score: 6.0]', 'Disruption: Equipment Failure [score: 5.9]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100464,HIGH,0.8811,2024-07-22,0,Dubai,Singapore,Maersk,Air,"['Port congestion [score: 6.0]', 'Weather severity (Heavy Rain) [score: 4.6]', 'Traffic congestion level (Air) [score: 3.0]']",Trigger intervention protocol immediately.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100465,CRITICAL,1.0,2024-03-19,0,Dubai,Chicago,DHL,Sea,"['Customs hold active [score: 8.0]', 'Port congestion [score: 4.0]', 'Disruption: Traffic Jam [score: 3.9]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100466,CRITICAL,0.9999,2023-11-19,0,Hamburg,London,FedEx,Sea,"['Port congestion [score: 10.0]', 'Disruption: Natural Disaster [score: 9.6]', 'Weather severity (Blizzard) [score: 8.8]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100467,CRITICAL,1.0,2024-09-15,0,Mumbai,Singapore,UPS,Air,"['Disruption: Natural Disaster [score: 10.5]', 'Weather severity (Blizzard) [score: 8.9]', 'Port congestion [score: 7.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100468,CRITICAL,1.0,2024-02-24,0,Hamburg,London,FedEx,Air,"['Disruption: Port Strike [score: 9.0]', 'Customs hold active [score: 8.0]', 'Port congestion [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100469,CRITICAL,1.0,2023-04-10,0,Hamburg,New York,DHL,Air,"['Port congestion [score: 8.0]', 'Weather severity (Snow) [score: 6.5]', 'Disruption: Traffic Jam [score: 4.3]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100470,CRITICAL,1.0,2024-08-17,0,Shanghai,Chicago,XPO Logistics,Road,"['Disruption: Port Strike [score: 9.5]', 'Traffic congestion level (Road) [score: 9.0]', 'Port congestion [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100471,CRITICAL,1.0,2024-09-25,0,Rotterdam,Sydney,DHL,Sea,"['Disruption: Port Strike [score: 9.0]', 'Customs hold active [score: 8.0]', 'Port congestion [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100472,CRITICAL,0.9999,2024-11-03,0,Mumbai,Sydney,DHL,Rail,"['Weather severity (Storm) [score: 7.6]', 'Traffic congestion level (Rail) [score: 4.0]', 'High route risk [score: 3.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100473,CRITICAL,1.0,2023-05-07,0,Los Angeles,London,DB Schenker,Road,"['Disruption: Natural Disaster [score: 9.8]', 'Port congestion [score: 7.0]', 'Traffic congestion level (Road) [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100474,CRITICAL,1.0,2023-05-29,0,Hamburg,Singapore,FedEx,Sea,"['Port congestion [score: 7.0]', 'Traffic congestion level (Sea) [score: 6.0]', 'High historical delay rate [score: 3.4]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100475,CRITICAL,1.0,2023-04-06,0,Los Angeles,New York,DB Schenker,Rail,"['Weather severity (Storm) [score: 8.4]', 'Port congestion [score: 8.0]', 'Customs hold active [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100476,CRITICAL,0.9999,2023-09-25,0,Rotterdam,New York,DB Schenker,Sea,"['Weather severity (Storm) [score: 7.6]', 'Traffic congestion level (Sea) [score: 5.0]', 'High route risk [score: 4.5]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100477,CRITICAL,1.0,2024-06-13,0,Rotterdam,London,XPO Logistics,Air,"['Weather severity (Blizzard) [score: 9.4]', 'High route risk [score: 4.2]', 'Disruption: Traffic Jam [score: 3.9]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100478,CRITICAL,1.0,2023-12-15,0,Hamburg,New York,DHL,Sea,"['Disruption: Port Strike [score: 9.1]', 'Customs hold active [score: 8.0]', 'Weather severity (Storm) [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100479,CRITICAL,1.0,2023-08-04,0,Hamburg,Singapore,Maersk,Road,"['Traffic congestion level (Road) [score: 9.0]', 'Weather severity (Storm) [score: 7.5]', 'Port congestion [score: 7.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100480,CRITICAL,1.0,2024-06-07,0,Hamburg,Chicago,UPS,Road,"['Disruption: Equipment Failure [score: 6.4]', 'Traffic congestion level (Road) [score: 6.0]', 'Weather severity (Snow) [score: 5.9]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100481,CRITICAL,1.0,2024-07-03,0,Mumbai,Singapore,FedEx,Sea,"['Disruption: Port Strike [score: 9.0]', 'Traffic congestion level (Sea) [score: 6.0]', 'Weather severity (Heavy Rain) [score: 5.1]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100482,CRITICAL,1.0,2024-07-18,0,Hamburg,Tokyo,UPS,Sea,"['Disruption: Natural Disaster [score: 10.3]', 'Port congestion [score: 4.0]', 'Traffic congestion level (Sea) [score: 3.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100483,CRITICAL,1.0,2024-10-29,0,Hamburg,Singapore,XPO Logistics,Air,"['Port congestion [score: 10.0]', 'Customs hold active [score: 8.0]', 'High route risk [score: 3.8]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100484,CRITICAL,1.0,2023-06-15,0,Dubai,New York,Maersk,Air,"['Customs hold active [score: 8.0]', 'Weather severity (Storm) [score: 7.9]', 'Port congestion [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100485,CRITICAL,1.0,2024-09-03,0,Shanghai,Sydney,XPO Logistics,Rail,"['Port congestion [score: 9.0]', 'Weather severity (Snow) [score: 5.7]', 'Traffic congestion level (Rail) [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100486,CRITICAL,0.9998,2024-05-10,0,Dubai,Chicago,Maersk,Air,"['Port congestion [score: 7.0]', 'High route risk [score: 3.3]', 'Traffic congestion level (Air) [score: 2.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100487,CRITICAL,1.0,2024-05-05,0,Rotterdam,Singapore,FedEx,Sea,"['Disruption: Port Strike [score: 8.8]', 'Traffic congestion level (Sea) [score: 6.0]', 'Weather severity (Snow) [score: 5.8]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100488,CRITICAL,1.0,2024-12-10,0,Dubai,Singapore,FedEx,Sea,"['Customs hold active [score: 8.0]', 'Weather severity (Heavy Rain) [score: 5.2]', 'Traffic congestion level (Sea) [score: 5.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100489,CRITICAL,1.0,2023-07-03,0,Hamburg,Tokyo,UPS,Road,"['Port congestion [score: 9.0]', 'Traffic congestion level (Road) [score: 8.0]', 'High route risk [score: 3.4]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100490,CRITICAL,0.9999,2023-08-12,0,Los Angeles,Chicago,XPO Logistics,Sea,"['Port congestion [score: 4.0]', 'Weather severity (Fog) [score: 3.8]', 'Traffic congestion level (Sea) [score: 3.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100491,CRITICAL,1.0,2023-07-25,0,Hamburg,Singapore,UPS,Road,"['Traffic congestion level (Road) [score: 9.0]', 'Port congestion [score: 9.0]', 'High route risk [score: 4.4]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100492,CRITICAL,1.0,2023-03-13,0,Mumbai,Sydney,UPS,Road,"['Port congestion [score: 10.0]', 'Weather severity (Blizzard) [score: 8.5]', 'Traffic congestion level (Road) [score: 7.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100493,CRITICAL,1.0,2023-01-16,0,Dubai,Chicago,FedEx,Rail,"['Port congestion [score: 10.0]', 'Disruption: Port Strike [score: 8.6]', 'Customs hold active [score: 8.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100494,CRITICAL,0.9996,2024-10-01,0,Dubai,Singapore,FedEx,Rail,"['Port congestion [score: 6.0]', 'Traffic congestion level (Rail) [score: 3.0]', 'Weather severity (Rain) [score: 2.1]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100495,CRITICAL,1.0,2024-11-26,0,Shanghai,Chicago,UPS,Road,"['Disruption: Port Strike [score: 9.0]', 'Traffic congestion level (Road) [score: 7.0]', 'Weather severity (Heavy Rain) [score: 5.2]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100496,CRITICAL,1.0,2023-06-20,0,Mumbai,Singapore,FedEx,Road,"['Customs hold active [score: 8.0]', 'Traffic congestion level (Road) [score: 7.0]', 'Port congestion [score: 4.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100497,CRITICAL,1.0,2023-01-14,0,Mumbai,Sydney,FedEx,Air,"['Weather severity (Storm) [score: 8.1]', 'Disruption: Equipment Failure [score: 6.4]', 'Port congestion [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100498,CRITICAL,1.0,2024-10-09,0,Dubai,Singapore,Maersk,Air,"['Port congestion [score: 9.0]', 'Disruption: Port Strike [score: 8.6]', 'Weather severity (Heavy Rain) [score: 4.5]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
SHP100499,CRITICAL,1.0,2024-05-07,0,Shanghai,New York,FedEx,Air,"['Disruption: Port Strike [score: 9.0]', 'Weather severity (Snow) [score: 6.2]', 'Port congestion [score: 6.0]']",Escalate to operations manager; activate emergency reroute.,2026-03-12 07:53 UTC,IMMEDIATE
